,Sample Number,Area Proportion of Inclusions Occurring in Discontinuous Array,Quenching Media Temperature (for Carburization),Diffusion time,Fatigue Strength,Through Hardening Time,Cooling Rate for Tempering,Reduction Ratio (Ingot to Bar),Normalizing Temperature,Diffusion Temperature,Carburization Time,Cooling Rate for Through Hardening,Area Proportion of Inclusions Deformed by Plastic Work,Tempering Temperature,Area Proportion of Isolated Inclusions,Tempering Time,Carburization Temperature,Through Hardening Temperature,chemical_formula
85,192.0,0.0,30.0,0.0,625.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,550.0,0.02,60.0,30.0,855.0,Fe0.9741C0.004Mn0.007Cu0.0012Si0.0022Mo0.0017Ni0.0004Cr0.0094
86,355.0,0.0,30.0,0.0,615.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.02,580.0,0.0,60.0,30.0,845.0,Fe0.96114C0.0047Mn0.0076Cu0.0006Si0.0019P0.00013S0.00013Ni0.0167Cr0.0071
87,365.0,0.0,30.0,0.0,543.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.06,630.0,0.01,60.0,30.0,845.0,Fe0.95865C0.0049Mn0.0069Cu0.0007Si0.0029P0.00014S0.00011Ni0.018Cr0.0077
88,21.0,0.04,30.0,0.0,395.0,30.0,24.0,825.0,865.0,30.0,0.0,24.0,0.07,550.0,0.0,60.0,30.0,865.0,Fe0.98511C0.0035Mn0.0082Si0.0025P0.00016S0.00023Ni0.0003
89,339.0,0.0,30.0,0.0,550.0,30.0,24.0,590.0,870.0,30.0,0.0,8.0,0.07,630.0,0.0,60.0,30.0,845.0,Fe0.9604C0.0043Mn0.0068Cu0.0009Si0.0026P0.00012S0.00018Mo0.0017Ni0.0162Cr0.0068
90,292.0,0.0,30.0,0.0,510.0,30.0,24.0,610.0,900.0,30.0,0.0,8.0,0.0,600.0,0.01,60.0,30.0,845.0,Fe0.9532C0.0032Mn0.0049Cu0.0009Si0.003Ni0.0266Cr0.0082
91,359.0,0.0,30.0,0.0,585.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.06,580.0,0.01,60.0,30.0,845.0,Fe0.95865C0.0049Mn0.0069Cu0.0007Si0.0029P0.00014S0.00011Ni0.018Cr0.0077
92,414.0,0.0,60.0,34.8,854.0,0.0,0.5,460.0,930.0,895.5169999999998,100.2,0.0,0.025,160.0,0.004,120.0,930.0,30.0,Fe0.97369C0.0021Mn0.0076Cu0.0014Si0.003P0.00021Mo0.0003Ni0.0008Cr0.0109
93,147.0,0.0,30.0,0.0,585.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.03,550.0,0.0,60.0,30.0,855.0,Fe0.97435C0.0033Mn0.0069Cu0.0005Si0.0027P0.00015Mo0.0018Ni0.0004Cr0.0099
94,76.0,0.0,30.0,0.0,396.0,30.0,24.0,610.0,845.0,30.0,0.0,24.0,0.04,650.0,0.03,60.0,30.0,845.0,Fe0.98335C0.0047Mn0.0072Cu0.0004Si0.0025P0.00015Ni0.0013Cr0.0004
95,67.0,0.01,30.0,0.0,468.0,30.0,24.0,1270.0,845.0,30.0,0.0,24.0,0.13,600.0,0.0,60.0,30.0,845.0,Fe0.9829C0.0049Mn0.008Si0.0026P0.00027S0.00023Ni0.0002Cr0.0009
96,319.0,0.01,30.0,0.0,588.0,30.0,24.0,590.0,870.0,30.0,0.0,8.0,0.06,580.0,0.0,60.0,30.0,845.0,Fe0.95974C0.0038Mn0.0071Cu0.0012Si0.0026P0.00016Mo0.0016Ni0.0166Cr0.0072
97,419.0,0.004,60.0,70.2,900.0,0.0,0.5,390.0,930.0,895.812,499.8,0.0,0.025,160.0,0.0,120.0,930.0,30.0,Fe0.97452C0.0019Mn0.0077Cu0.0016Si0.0021P0.00017S0.00011Mo0.0005Ni0.0012Cr0.0102
98,357.0,0.0,30.0,0.0,596.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.01,580.0,0.0,60.0,30.0,845.0,Fe0.96154C0.0045Mn0.0079Cu0.0005Si0.0016S0.00016Ni0.0165Cr0.0073
99,166.0,0.0,30.0,0.0,497.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.08,650.0,0.01,60.0,30.0,855.0,Fe0.97167C0.0036Mn0.0073Cu0.0019Si0.003P0.00017S0.00016Mo0.0016Ni0.0005Cr0.0101
100,344.0,0.0,30.0,0.0,483.0,30.0,24.0,5530.0,870.0,30.0,0.0,8.0,0.08,680.0,0.01,60.0,30.0,845.0,Fe0.95797C0.0038Mn0.0071Cu0.0004Si0.0026P0.00016S0.00017Mo0.0023Ni0.018Cr0.0075
101,313.0,0.0,30.0,0.0,590.0,30.0,24.0,740.0,870.0,30.0,0.0,8.0,0.05,580.0,0.01,60.0,30.0,845.0,Fe0.95789C0.004Mn0.007Cu0.0009Si0.0023P0.00011Mo0.0018Ni0.0182Cr0.0078
102,33.0,0.04,30.0,0.0,375.0,30.0,24.0,825.0,865.0,30.0,0.0,24.0,0.07,600.0,0.0,60.0,30.0,865.0,Fe0.98511C0.0035Mn0.0082Si0.0025P0.00016S0.00023Ni0.0003
103,378.0,0.0,30.0,0.0,794.0,30.0,24.0,622.0,845.0,30.0,0.0,8.0,0.067,420.0,0.012,60.0,30.0,845.0,Fe0.97001C0.0061Mn0.0087Cu0.002Si0.0028P0.00019S0.0002Mo0.0005Ni0.0008Cr0.0087
104,259.0,0.0,30.0,0.0,502.0,30.0,24.0,1100.0,870.0,30.0,0.0,8.0,0.03,600.0,0.0,60.0,30.0,845.0,Fe0.97393C0.0043Mn0.0138Cu0.001Si0.0034P0.00017Ni0.0008Cr0.0026
105,262.0,0.0,30.0,0.0,497.0,30.0,24.0,1510.0,870.0,30.0,0.0,8.0,0.0,600.0,0.03,60.0,30.0,845.0,Fe0.97675C0.0042Mn0.0151Si0.0021P0.00026S0.00019Ni0.0002Cr0.0012
106,409.0,0.0,140.0,45.0,1033.0,0.0,0.5,440.0,930.0,903.333,510.0,0.0,0.013,160.0,0.0,120.0,930.0,30.0,Fe0.97338C0.0023Mn0.0085Cu0.0007Si0.0029P0.00011S0.00011Mo0.0016Ni0.0044Cr0.006
107,105.0,0.02,30.0,0.0,402.0,30.0,24.0,825.0,825.0,30.0,0.0,24.0,0.12,650.0,0.0,60.0,30.0,825.0,Fe0.98219C0.0052Mn0.0083Cu0.0002Si0.0029P0.00016S0.00025Ni0.0004Cr0.0004
108,290.0,0.0,30.0,0.0,522.0,30.0,24.0,820.0,900.0,30.0,0.0,8.0,0.01,550.0,0.01,60.0,30.0,845.0,Fe0.95302C0.003Mn0.0053Cu0.0007Si0.0027P0.00018Ni0.027Cr0.0081
109,56.0,0.01,30.0,0.0,504.0,30.0,24.0,1270.0,845.0,30.0,0.0,24.0,0.13,550.0,0.0,60.0,30.0,845.0,Fe0.9829C0.0049Mn0.008Si0.0026P0.00027S0.00023Ni0.0002Cr0.0009
110,195.0,0.0,30.0,0.0,551.0,30.0,24.0,530.0,870.0,30.0,0.0,8.0,0.03,600.0,0.0,60.0,30.0,855.0,Fe0.97201C0.0041Mn0.0077Cu0.0005Si0.0024P0.00014S0.00015Mo0.002Ni0.0004Cr0.0106
111,392.0,0.0,60.0,15.0,1002.0,0.0,0.5,440.0,930.0,850.0,139.8,0.0,0.017,160.0,0.008,120.0,930.0,30.0,Fe0.96684C0.0017Mn0.0055Cu0.0005Si0.0028S0.00016Mo0.0016Ni0.0164Cr0.0045
112,376.0,0.0,30.0,0.0,678.0,30.0,24.0,1228.0,845.0,30.0,0.0,8.0,0.04,500.0,0.0,60.0,30.0,845.0,Fe0.96323C0.0059Mn0.0092Si0.0199P0.00027Cr0.0015
113,114.0,0.0,30.0,0.0,582.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.03,550.0,0.0,60.0,30.0,855.0,Fe0.97385C0.0043Mn0.0074Cu0.0002Si0.0024P0.00022S0.00013Ni0.0003Cr0.0112
114,165.0,0.0,30.0,0.0,524.0,30.0,24.0,500.0,870.0,30.0,0.0,8.0,0.08,600.0,0.0,60.0,30.0,855.0,Fe0.97188C0.0034Mn0.0071Cu0.0012Si0.0029P0.00019S0.00013Mo0.0016Ni0.0011Cr0.0105
115,86.0,0.0,30.0,0.0,522.0,30.0,24.0,1740.0,825.0,30.0,0.0,24.0,0.08,550.0,0.0,60.0,30.0,825.0,Fe0.98285C0.0057Mn0.0074Cu0.0002Si0.0023P0.00018S0.00017Cr0.0012
116,47.0,0.05,30.0,0.0,325.0,30.0,24.0,610.0,865.0,30.0,0.0,24.0,0.06,650.0,0.03,60.0,30.0,865.0,Fe0.98583C0.0032Mn0.0063Cu0.0008Si0.0021S0.00017Ni0.0006Cr0.001
117,202.0,0.0,30.0,0.0,551.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,600.0,0.01,60.0,30.0,855.0,Fe0.97436C0.0037Mn0.0069Cu0.0002Si0.0024P0.00018S0.00016Mo0.0019Ni0.0002Cr0.01
118,270.0,0.0,30.0,0.0,411.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.03,650.0,0.0,60.0,30.0,845.0,Fe0.9761C0.0042Mn0.015Cu0.0005Si0.0023Ni0.0004Cr0.0015
119,342.0,0.0,30.0,0.0,490.0,30.0,24.0,420.0,870.0,30.0,0.0,8.0,0.03,680.0,0.01,60.0,30.0,845.0,Fe0.95328C0.004Mn0.0079Cu0.0005Si0.0029P0.00022Mo0.0024Ni0.0192Cr0.0096
120,182.0,0.0,30.0,0.0,625.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,550.0,0.0,60.0,30.0,855.0,Fe0.97209C0.0043Mn0.0074Cu0.0002Si0.0026P0.00019S0.00012Mo0.0022Ni0.0002Cr0.0107
121,42.0,0.02,30.0,0.0,385.0,30.0,24.0,1270.0,865.0,30.0,0.0,24.0,0.08,650.0,0.0,60.0,30.0,865.0,Fe0.98484C0.0033Mn0.0076Cu0.0003Si0.0026P0.00023S0.00013Cr0.001
122,25.0,0.02,30.0,0.0,385.0,30.0,24.0,1270.0,865.0,30.0,0.0,24.0,0.07,600.0,0.0,60.0,30.0,865.0,Fe0.98469C0.0035Mn0.0074Si0.003P0.00017S0.00024Cr0.001
123,170.0,0.0,30.0,0.0,459.0,30.0,24.0,500.0,870.0,30.0,0.0,8.0,0.08,650.0,0.01,60.0,30.0,855.0,Fe0.9726C0.0034Mn0.0072Cu0.001Si0.0025P0.00019S0.00011Mo0.0017Ni0.0012Cr0.0101
124,386.0,0.0,30.0,0.0,700.0,30.0,24.0,622.0,845.0,30.0,0.0,8.0,0.05,430.0,0.058,60.0,30.0,845.0,Fe0.96136C0.0053Mn0.0068Cu0.0026Si0.0151P0.00013S0.00011Mo0.0005Ni0.0013Cr0.0068
125,58.0,0.01,30.0,0.0,452.0,30.0,24.0,1270.0,845.0,30.0,0.0,24.0,0.04,550.0,0.0,60.0,30.0,845.0,Fe0.98496C0.0042Mn0.007Si0.0026P0.00024Cr0.001
126,384.0,0.0,30.0,0.0,874.0,30.0,24.0,925.0,845.0,30.0,0.0,8.0,0.03,430.0,0.0,60.0,30.0,845.0,Fe0.96519C0.0053Mn0.0069Si0.0149P0.00011Ni0.0002Cr0.0074
127,213.0,0.0,30.0,0.0,494.0,30.0,24.0,610.0,870.0,30.0,0.0,8.0,0.05,650.0,0.01,60.0,30.0,855.0,Fe0.97222C0.004Mn0.0077Cu0.0013Si0.0026P0.00018Mo0.0017Ni0.0005Cr0.0098
128,301.0,0.0,30.0,0.0,540.0,30.0,24.0,1740.0,900.0,30.0,0.0,8.0,0.03,600.0,0.0,60.0,30.0,845.0,Fe0.95347C0.0032Mn0.0052Cu0.0006Si0.003P0.00013Ni0.0267Cr0.0077
129,381.0,0.0,30.0,0.0,745.0,30.0,24.0,622.0,845.0,30.0,0.0,8.0,0.067,490.0,0.012,60.0,30.0,845.0,Fe0.97001C0.0061Mn0.0087Cu0.002Si0.0028P0.00019S0.0002Mo0.0005Ni0.0008Cr0.0087
130,44.0,0.01,30.0,0.0,368.0,30.0,24.0,1270.0,865.0,30.0,0.0,24.0,0.13,650.0,0.0,60.0,30.0,865.0,Fe0.98414C0.0037Mn0.0078Cu0.0002Si0.0027P0.00016S0.0002Cr0.0011
131,302.0,0.0,30.0,0.0,490.0,30.0,24.0,610.0,900.0,30.0,0.0,8.0,0.0,650.0,0.01,60.0,30.0,845.0,Fe0.9532C0.0032Mn0.0049Cu0.0009Si0.003Ni0.0266Cr0.0082
132,298.0,0.0,30.0,0.0,537.0,30.0,24.0,420.0,900.0,30.0,0.0,8.0,0.02,600.0,0.02,60.0,30.0,845.0,Fe0.95311C0.0028Mn0.0053Cu0.0005Si0.0027P0.00019Ni0.0267Cr0.0087
133,112.0,0.0,30.0,0.0,410.0,30.0,24.0,1740.0,825.0,30.0,0.0,24.0,0.09,650.0,0.0,60.0,30.0,825.0,Fe0.98288C0.0052Mn0.008Cu0.0002Si0.0021P0.00021S0.00021Ni0.0002Cr0.001
134,95.0,0.0,30.0,0.0,458.0,30.0,24.0,660.0,825.0,30.0,0.0,24.0,0.06,600.0,0.0,60.0,30.0,825.0,Fe0.98485C0.0056Mn0.0037Cu0.0011Si0.0026P0.00019S0.00026Ni0.0004Cr0.0013
135,402.0,0.0,60.0,25.2,927.0,0.0,0.5,390.0,930.0,882.3810000000002,130.2,0.0,0.046,160.0,0.0,120.0,930.0,30.0,Fe0.97338C0.002Mn0.0077Cu0.002Si0.0032P0.00024S0.00028Mo0.0019Ni0.0046Cr0.0047
136,367.0,0.0,30.0,0.0,476.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.02,680.0,0.0,60.0,30.0,845.0,Fe0.96114C0.0047Mn0.0076Cu0.0006Si0.0019P0.00013S0.00013Ni0.0167Cr0.0071
137,40.0,0.0,30.0,0.0,362.0,30.0,24.0,825.0,865.0,30.0,0.0,24.0,0.08,650.0,0.0,60.0,30.0,865.0,Fe0.9861C0.0033Mn0.0075Cu0.0002Si0.0021P0.00031S0.00019Cr0.0003
138,264.0,0.0,30.0,0.0,497.0,30.0,24.0,1100.0,870.0,30.0,0.0,8.0,0.04,600.0,0.0,60.0,30.0,845.0,Fe0.97415C0.0041Mn0.0136Cu0.001Si0.0034P0.0002S0.00015Ni0.0007Cr0.0027
139,46.0,0.0,30.0,0.0,365.0,30.0,24.0,1740.0,865.0,30.0,0.0,24.0,0.1,650.0,0.0,60.0,30.0,865.0,Fe0.98575C0.0037Mn0.0072Cu0.0002Si0.0024P0.00015S0.0002Ni0.0002Cr0.0002
140,137.0,0.0,30.0,0.0,483.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.02,650.0,0.01,60.0,30.0,855.0,Fe0.97286C0.004Mn0.0079Cu0.0004Si0.0032P0.00013S0.00011Ni0.0005Cr0.0109
141,397.0,0.01,140.0,15.0,1190.0,0.0,0.5,860.0,930.0,850.0,540.0,0.0,0.07,160.0,0.0,120.0,930.0,30.0,Fe0.96368C0.0023Mn0.0051Cu0.0011Si0.0035S0.00012Mo0.0018Ni0.0169Cr0.0055
142,288.0,0.0,30.0,0.0,576.0,30.0,24.0,420.0,900.0,30.0,0.0,8.0,0.02,550.0,0.02,60.0,30.0,845.0,Fe0.95311C0.0028Mn0.0053Cu0.0005Si0.0027P0.00019Ni0.0267Cr0.0087
143,169.0,0.0,30.0,0.0,464.0,30.0,24.0,530.0,870.0,30.0,0.0,8.0,0.02,650.0,0.0,60.0,30.0,855.0,Fe0.97284C0.0036Mn0.0081Cu0.0008Si0.0023P0.00014S0.00022Mo0.0016Ni0.0005Cr0.0099
144,347.0,0.01,30.0,0.0,471.0,30.0,24.0,590.0,870.0,30.0,0.0,8.0,0.06,680.0,0.0,60.0,30.0,845.0,Fe0.95974C0.0038Mn0.0071Cu0.0012Si0.0026P0.00016Mo0.0016Ni0.0166Cr0.0072
145,373.0,0.0,30.0,0.0,698.0,30.0,24.0,1228.0,845.0,30.0,0.0,8.0,0.04,430.0,0.0,60.0,30.0,845.0,Fe0.96323C0.0059Mn0.0092Si0.0199P0.00027Cr0.0015
146,423.0,0.0,60.0,70.2,873.0,0.0,0.5,460.0,930.0,895.812,499.8,0.0,0.025,200.0,0.004,120.0,930.0,30.0,Fe0.97369C0.0021Mn0.0076Cu0.0014Si0.003P0.00021Mo0.0003Ni0.0008Cr0.0109
147,350.0,0.01,30.0,0.0,483.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.04,680.0,0.01,60.0,30.0,845.0,Fe0.95868C0.0038Mn0.007Cu0.0007Si0.0029P0.00012Mo0.0019Ni0.0175Cr0.0074
148,320.0,0.0,30.0,0.0,550.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.04,580.0,0.0,60.0,30.0,845.0,Fe0.95627C0.0041Mn0.0074Cu0.0012Si0.0029P0.00013Mo0.0022Ni0.0184Cr0.0074
149,327.0,0.0,30.0,0.0,543.0,30.0,24.0,740.0,870.0,30.0,0.0,8.0,0.05,630.0,0.01,60.0,30.0,845.0,Fe0.95789C0.004Mn0.007Cu0.0009Si0.0023P0.00011Mo0.0018Ni0.0182Cr0.0078
150,398.0,0.0,140.0,15.0,935.0,0.0,0.5,440.0,930.0,850.0,540.0,0.0,0.017,160.0,0.008,120.0,930.0,30.0,Fe0.96684C0.0017Mn0.0055Cu0.0005Si0.0028S0.00016Mo0.0016Ni0.0164Cr0.0045
151,294.0,0.0,30.0,0.0,517.0,30.0,24.0,420.0,900.0,30.0,0.0,8.0,0.0,600.0,0.02,60.0,30.0,845.0,Fe0.95392C0.0032Mn0.0054Cu0.0005Si0.0029P0.00018Ni0.0264Cr0.0075
152,326.0,0.0,30.0,0.0,551.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.01,630.0,0.0,60.0,30.0,845.0,Fe0.95998C0.0039Mn0.0077Cu0.0007Si0.0019S0.00012Mo0.0018Ni0.0167Cr0.0072
153,346.0,0.01,30.0,0.0,491.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.02,680.0,0.01,60.0,30.0,845.0,Fe0.95837C0.0042Mn0.0073Cu0.0009Si0.0025P0.00012S0.00021Mo0.0022Ni0.0169Cr0.0073
154,94.0,0.02,30.0,0.0,444.0,30.0,24.0,825.0,825.0,30.0,0.0,24.0,0.12,600.0,0.0,60.0,30.0,825.0,Fe0.98219C0.0052Mn0.0083Cu0.0002Si0.0029P0.00016S0.00025Ni0.0004Cr0.0004
155,143.0,0.0,30.0,0.0,572.0,30.0,24.0,740.0,870.0,30.0,0.0,8.0,0.02,550.0,0.01,60.0,30.0,855.0,Fe0.97224C0.0036Mn0.0074Cu0.0012Si0.0035P0.00016S0.0002Mo0.0015Ni0.0005Cr0.0097
156,224.0,0.0,30.0,0.0,516.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.04,650.0,0.0,60.0,30.0,855.0,Fe0.97221C0.0044Mn0.0075Cu0.0002Si0.0026P0.00017S0.00012Mo0.0021Ni0.0002Cr0.0105
157,90.0,0.0,30.0,0.0,505.0,30.0,24.0,1740.0,825.0,30.0,0.0,24.0,0.09,550.0,0.0,60.0,30.0,825.0,Fe0.98288C0.0052Mn0.008Cu0.0002Si0.0021P0.00021S0.00021Ni0.0002Cr0.001
158,13.0,0.02,30.0,0.0,419.0,30.0,24.0,1270.0,865.0,30.0,0.0,24.0,0.07,550.0,0.0,60.0,30.0,865.0,Fe0.98469C0.0035Mn0.0074Si0.003P0.00017S0.00024Cr0.001
159,132.0,0.0,30.0,0.0,482.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.02,650.0,0.03,60.0,30.0,855.0,Fe0.97198C0.004Mn0.0078Cu0.0013Si0.0031P0.00012Ni0.0007Cr0.011
160,425.0,0.004,60.0,70.2,898.0,0.0,0.5,390.0,930.0,895.812,499.8,0.0,0.025,200.0,0.0,120.0,930.0,30.0,Fe0.97452C0.0019Mn0.0077Cu0.0016Si0.0021P0.00017S0.00011Mo0.0005Ni0.0012Cr0.0102
161,412.0,0.0,60.0,34.8,1009.0,0.0,0.5,440.0,930.0,895.5169999999998,450.0,0.0,0.013,200.0,0.0,120.0,930.0,30.0,Fe0.97338C0.0023Mn0.0085Cu0.0007Si0.0029P0.00011S0.00011Mo0.0016Ni0.0044Cr0.006
162,66.0,0.0,30.0,0.0,438.0,30.0,24.0,1740.0,845.0,30.0,0.0,24.0,0.06,600.0,0.0,60.0,30.0,845.0,Fe0.98367C0.0043Mn0.0083Si0.0022P0.00017S0.00016Cr0.0012
163,382.0,0.0,30.0,0.0,707.0,30.0,24.0,289.0,845.0,30.0,0.0,8.0,0.05,490.0,0.0,60.0,30.0,845.0,Fe0.9753C0.0063Mn0.0077Cu0.0002Si0.0017P0.00026S0.00014Ni0.0003Cr0.0081
164,266.0,0.0,30.0,0.0,399.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,600.0,0.01,60.0,30.0,845.0,Fe0.9772C0.0041Mn0.0148Cu0.0006Si0.0022Ni0.0003Cr0.0008
165,102.0,0.0,30.0,0.0,475.0,30.0,24.0,610.0,825.0,30.0,0.0,24.0,0.08,600.0,0.04,60.0,30.0,825.0,Fe0.98073C0.0054Mn0.007Cu0.0022Si0.0027P0.00017S0.0002Ni0.0006Cr0.001
166,73.0,0.03,30.0,0.0,378.0,30.0,24.0,825.0,845.0,30.0,0.0,24.0,0.1,650.0,0.01,60.0,30.0,845.0,Fe0.98388C0.0044Mn0.0082Cu0.0002Si0.0024P0.00021S0.00021Ni0.0003Cr0.0002
167,255.0,0.0,30.0,0.0,551.0,30.0,24.0,1100.0,870.0,30.0,0.0,8.0,0.03,550.0,0.0,60.0,30.0,845.0,Fe0.97276C0.0046Mn0.0149Cu0.001Si0.003P0.00014Ni0.001Cr0.0026
168,215.0,0.0,30.0,0.0,480.0,30.0,24.0,700.0,870.0,30.0,0.0,8.0,0.03,650.0,0.0,60.0,30.0,855.0,Fe0.97288C0.0041Mn0.0074Cu0.0008Si0.0025P0.00013S0.00019Mo0.0016Ni0.0005Cr0.0099
169,303.0,0.01,30.0,0.0,477.0,30.0,24.0,700.0,900.0,30.0,0.0,8.0,0.01,650.0,0.03,60.0,30.0,845.0,Fe0.9544C0.0032Mn0.0058Cu0.0006Si0.0024Ni0.0265Cr0.0071
170,180.0,0.0,30.0,0.0,610.0,30.0,24.0,530.0,870.0,30.0,0.0,8.0,0.03,550.0,0.0,60.0,30.0,855.0,Fe0.97201C0.0041Mn0.0077Cu0.0005Si0.0024P0.00014S0.00015Mo0.002Ni0.0004Cr0.0106
171,28.0,0.0,30.0,0.0,377.0,30.0,24.0,825.0,865.0,30.0,0.0,24.0,0.08,600.0,0.0,60.0,30.0,865.0,Fe0.9861C0.0033Mn0.0075Cu0.0002Si0.0021P0.00031S0.00019Cr0.0003
